Customer ,Type,Branding,Status,"Number of 
Equipments",Number of doors
108629,Cooler,Water,placed,1,1
108629,Cooler,Soft Drinks,placed,1,1
108629,Cooler,Juice,placed,1,1
111195,Cooler,Water,placed,3,3
111195,Cooler,Soft Drinks,placed,1,1
111195,Cooler,Soft Drinks,placed,6,6
107843,Cooler,Water,placed,1,1
106313,Cooler,Water,placed,1,"1,5"
106313,Cooler,Soft Drinks,placed,1,2
100142,Cooler,Water,placed,1,1
104078,Cooler,Soft Drinks,placed,1,2
108780,Cooler,Soft Drinks,placed,1,1
108792,Cooler,Soft Drinks,placed,1,1
108791,Cooler,Soft Drinks,placed,2,2
109069,Cooler,Soft Drinks,placed,2,2
109134,Cooler,Soft Drinks,placed,1,1
108505,Cooler,Soft Drinks,placed,1,1
109080,Cooler,Soft Drinks,placed,3,"2,1"
108616,Cooler,Soft Drinks,placed,1,1
108613,Cooler,Water,placed,2,3
108613,Cooler,Energy,placed,2,"0,6"
107450,Cooler,Soft Drinks,placed,1,1
109471,Cooler,Soft Drinks,placed,1,1
110139,Cooler,Soft Drinks,placed,1,1
105183,Cooler,Soft Drinks,placed,3,3
102234,Cooler,Water,placed,1,1
102234,Cooler,Soft Drinks,placed,1,2
105058,Cooler,Soft Drinks,placed,1,1
105208,Cooler,Soft Drinks,placed,1,2
109164,Cooler,Soft Drinks,placed,1,1
108830,Cooler,Soft Drinks,placed,1,1
106140,Cooler,Soft Drinks,placed,1,"1,5"
108987,Cooler,Soft Drinks,placed,1,1
104900,Cooler,Soft Drinks,placed,1,1
103485,Cooler,Soft Drinks,placed,1,"1,5"
103468,Cooler,Soft Drinks,placed,1,"1,5"
103468,Cooler,Energy,placed,1,1
109082,Cooler,Juice,placed,1,1
107457,Cooler,Soft Drinks,placed,2,"1,3"
100518,Cooler,Soft Drinks,placed,3,5
108788,Cooler,Juice,placed,1,1
108331,Cooler,Soft Drinks,placed,1,1
107459,Cooler,Soft Drinks,placed,1,1
107459,Cooler,Energy,placed,1,"0,3"
107488,Cooler,Water,placed,1,1
107488,Cooler,Soft Drinks,placed,1,1
108464,Cooler,Juice,placed,1,1
109150,Cooler,Soft Drinks,placed,3,2
109150,Cooler,Juice,placed,2,"1,3"
108513,Cooler,Soft Drinks,placed,1,2
104077,Cooler,Soft Drinks,placed,1,2
103943,Cooler,Water,placed,1,"1,5"
103943,Cooler,Soft Drinks,placed,1,2
108145,Cooler,Soft Drinks,placed,1,1
107487,Cooler,Soft Drinks,placed,1,1
104259,Cooler,Water,placed,1,1
104259,Cooler,Soft Drinks,placed,1,1
103984,Cooler,Water,placed,1,1
103984,Cooler,Soft Drinks,placed,2,"3,5"
103984,Cooler,Energy,placed,1,"0,7"
104222,Cooler,Soft Drinks,placed,1,1
110696,Cooler,Soft Drinks,placed,1,1
111682,Cooler,Soft Drinks,placed,1,1
104096,Cooler,Soft Drinks,placed,1,1
106699,Cooler,Soft Drinks,placed,2,4
109791,Cooler,Water,placed,1,1
109791,Cooler,Soft Drinks,placed,1,1
104497,Cooler,Water,placed,1,1
104497,Cooler,Soft Drinks,placed,1,"1,5"
104497,Cooler,Energy,placed,1,"0,7"
111888,Cooler,Juice,placed,1,1
104507,Cooler,Soft Drinks,placed,2,3
103779,Cooler,Soft Drinks,placed,1,2
104076,Cooler,Soft Drinks,placed,2,2
106375,Cooler,Soft Drinks,placed,1,1
104066,Cooler,Water,placed,1,"1,5"
104066,Cooler,Soft Drinks,placed,1,"1,5"
109913,Cooler,Soft Drinks,placed,1,1
103985,Cooler,Water,placed,2,"2,5"
103985,Cooler,Soft Drinks,placed,1,2
103985,Cooler,Energy,placed,1,"0,7"
107468,Cooler,Soft Drinks,placed,1,2
104488,Cooler,Water,placed,1,1
104488,Cooler,Soft Drinks,placed,1,2
104488,Cooler,Energy,placed,1,"0,7"
104074,Cooler,Water,placed,3,3
104074,Cooler,Soft Drinks,placed,1,2
104074,Cooler,Energy,placed,1,"0,7"
107811,Cooler,Soft Drinks,placed,5,5
106701,Cooler,Water,placed,1,"1,5"
106701,Dispenser,Water,placed,1,0
109152,Cooler,Soft Drinks,placed,1,1
105427,Cooler,Soft Drinks,placed,2,"2,5"
105427,Dispenser,Water,placed,1,0
108956,Cooler,Water,placed,1,1
108956,Cooler,Soft Drinks,placed,4,6
108956,Dispenser,Water,placed,2,0
108515,Cooler,Juice,placed,1,1
107455,Cooler,Soft Drinks,placed,3,4
107884,Cooler,Water,placed,1,1
107884,Cooler,Juice,placed,1,1
100214,Cooler,Energy,placed,1,"0,7"
100517,Cooler,Soft Drinks,placed,2,4
106320,Cooler,Water,placed,1,1
106320,Cooler,Soft Drinks,placed,1,"1,5"
109726,Cooler,Soft Drinks,placed,1,"1,5"
108822,Cooler,Soft Drinks,placed,1,1
106764,Cooler,Soft Drinks,placed,2,2
109029,Cooler,Water,placed,1,1
109039,Cooler,Water,placed,1,1
108781,Cooler,Water,placed,1,1
108781,Cooler,Soft Drinks,placed,1,2
108781,Cooler,Juice,placed,1,"0,3"
108937,Cooler,Water,placed,1,1
108937,Cooler,Soft Drinks,placed,1,1
111321,Cooler,Soft Drinks,placed,1,1
111321,Cooler,Energy,placed,1,"0,7"
107894,Cooler,Soft Drinks,placed,1,1
107894,Dispenser,Water,placed,1,0
109079,Cooler,Water,placed,2,2
109079,Cooler,Soft Drinks,placed,1,1
109079,Cooler,Juice,placed,1,1
106556,Cooler,Water,placed,1,1
107886,Cooler,Water,placed,1,1
107886,Cooler,Soft Drinks,placed,1,2
107867,Cooler,Soft Drinks,placed,1,"1,5"
104898,Cooler,Soft Drinks,placed,1,1
103467,Cooler,Water,placed,1,"1,5"
103467,Cooler,Soft Drinks,placed,1,2
103467,Cooler,Energy,placed,1,"0,7"
111024,Cooler,Water,placed,2,2
111024,Cooler,Soft Drinks,placed,4,4
111024,Cooler,Juice,placed,2,2
111024,Fountain,Soft Drinks,placed,10,0
108317,Cooler,Soft Drinks,placed,1,1
105317,Cooler,Soft Drinks,placed,1,1
103466,Cooler,Water,placed,2,3
103466,Cooler,Energy,placed,1,"0,7"
103465,Cooler,Soft Drinks,placed,2,"1,7"
110089,Cooler,Soft Drinks,placed,1,1
107878,Cooler,Water,placed,1,1
107186,Cooler,Water,placed,1,"1,5"
107186,Cooler,Soft Drinks,placed,1,2
107928,Cooler,Water,placed,2,2
107928,Cooler,Soft Drinks,placed,2,3
100262,Cooler,Water,placed,1,1
108074,Cooler,Water,placed,1,1
108074,Dispenser,Water,placed,1,0
110176,Cooler,Energy,placed,1,"0,7"
108633,Cooler,Juice,placed,1,1
108328,Cooler,Soft Drinks,placed,1,1
107461,Cooler,Soft Drinks,placed,1,2
108634,Cooler,Water,placed,1,1
108634,Cooler,Soft Drinks,placed,2,2
108619,Fountain,Soft Drinks,placed,1,0
100134,Cooler,Soft Drinks,placed,1,2
111178,Cooler,Soft Drinks,placed,3,4
111178,Cooler,Energy,placed,1,"0,3"
111178,Cooler,Juice,placed,1,1
109769,Cooler,Energy,placed,1,"0,3"
107963,Cooler,Soft Drinks,placed,1,1
106246,Cooler,Water,placed,1,1
106246,Cooler,Soft Drinks,placed,1,1
105234,Cooler,Juice,placed,2,2
105236,Cooler,Soft Drinks,placed,1,1
105236,Cooler,Energy,placed,1,"0,3"
103574,Cooler,Water,placed,1,2
103574,Cooler,Soft Drinks,placed,1,2
107955,Cooler,Water,placed,1,1
102139,Cooler,Water,placed,2,2
102139,Cooler,Soft Drinks,placed,1,"1,5"
102139,Cooler,Energy,placed,1,"0,7"
102213,Cooler,Water,placed,2,"2,5"
102213,Cooler,Soft Drinks,placed,2,3
102213,Cooler,Energy,placed,1,"0,7"
103608,Cooler,Soft Drinks,placed,1,1
100241,Cooler,Water,placed,1,1
100241,Cooler,Soft Drinks,placed,1,1
106284,Cooler,Soft Drinks,placed,1,"0,7"
111769,Cooler,Water,placed,1,1
111769,Cooler,Soft Drinks,placed,2,2
103897,Cooler,Soft Drinks,placed,2,3
107956,Cooler,Soft Drinks,placed,1,1
107956,Cooler,Energy,placed,1,"0,7"
105542,Cooler,Water,placed,1,1
105542,Cooler,Soft Drinks,placed,1,"1,5"
108518,Cooler,Juice,placed,1,1
108520,Cooler,Water,placed,2,2
108520,Cooler,Juice,placed,1,1
103942,Cooler,Water,placed,1,1
103942,Cooler,Soft Drinks,placed,1,"1,5"
102164,Cooler,Water,placed,1,2
102164,Cooler,Soft Drinks,placed,1,2
105182,Cooler,Soft Drinks,placed,1,1
103778,Cooler,Soft Drinks,placed,1,1
106182,Cooler,Soft Drinks,placed,1,1
105318,Cooler,Soft Drinks,placed,2,"1,3"
104253,Cooler,Water,placed,4,7
104081,Cooler,Soft Drinks,placed,3,"4,5"
104081,Cooler,Energy,placed,1,"0,7"
104911,Cooler,Soft Drinks,placed,1,1
104916,Cooler,Soft Drinks,placed,1,1
100989,Cooler,Water,placed,1,"1,5"
100989,Cooler,Soft Drinks,placed,1,2
106616,Cooler,Soft Drinks,placed,1,"1,5"
104264,Cooler,Soft Drinks,placed,1,1
100851,Cooler,Soft Drinks,placed,1,1
107483,Cooler,Soft Drinks,placed,1,1
100852,Cooler,Water,placed,1,1
100852,Cooler,Soft Drinks,placed,1,"1,5"
100852,Cooler,Energy,placed,1,"0,7"
110387,Cooler,Water,placed,2,2
103941,Cooler,Soft Drinks,placed,1,"1,5"
100181,Cooler,Soft Drinks,placed,1,1
100781,Cooler,Soft Drinks,placed,1,"1,5"
103559,Cooler,Soft Drinks,placed,1,2
103605,Cooler,Water,placed,1,1
103605,Cooler,Soft Drinks,placed,1,1
109503,Cooler,Soft Drinks,placed,1,"0,7"
103669,Cooler,Soft Drinks,placed,1,1
104275,Cooler,Water,placed,1,1
104275,Cooler,Soft Drinks,placed,2,"2,5"
104275,Cooler,Energy,placed,1,"0,7"
103457,Cooler,Soft Drinks,placed,1,1
103458,Cooler,Soft Drinks,placed,1,2
107086,Cooler,Soft Drinks,placed,1,1
104010,Cooler,Juice,placed,1,1
104917,Cooler,Soft Drinks,placed,1,1
107882,Cooler,Water,placed,3,3
107882,Cooler,Soft Drinks,placed,2,3
107882,Cooler,Energy,placed,1,"0,5"
107882,Cooler,Juice,placed,1,1
107882,Cooler,Energy,placed,1,"0,3"
107815,Cooler,Soft Drinks,placed,1,2
103411,Cooler,Water,placed,1,2
103411,Cooler,Soft Drinks,placed,1,2
103459,Cooler,Water,placed,1,"1,5"
103459,Cooler,Soft Drinks,placed,1,"1,5"
103459,Cooler,Energy,placed,1,"0,7"
107181,Cooler,Water,placed,1,1
107181,Cooler,Soft Drinks,placed,2,3
100175,Cooler,Soft Drinks,placed,1,1
108521,Cooler,Soft Drinks,placed,2,2
104459,Cooler,Water,placed,1,1
104459,Cooler,Soft Drinks,placed,1,"1,5"
104459,Cooler,Energy,placed,1,"0,7"
108062,Cooler,Soft Drinks,placed,1,1
102145,Cooler,Water,placed,1,1
104263,Cooler,Soft Drinks,placed,1,1
105319,Cooler,Soft Drinks,placed,1,"0,7"
105320,Cooler,Water,placed,1,1
105320,Cooler,Soft Drinks,placed,3,2
105320,Cooler,Energy,placed,1,"0,3"
103639,Cooler,Soft Drinks,placed,1,1
106760,Cooler,Soft Drinks,placed,2,2
107448,Cooler,Soft Drinks,placed,1,1
109521,Cooler,Soft Drinks,placed,2,"2,2"
105428,Cooler,Soft Drinks,placed,1,1
109999,Cooler,Soft Drinks,placed,1,1
103712,Cooler,Soft Drinks,placed,1,1
101308,Cooler,Soft Drinks,placed,1,2
108315,Cooler,Water,placed,1,1
108315,Cooler,Soft Drinks,placed,1,1
100200,Cooler,Soft Drinks,placed,1,1
109089,Cooler,Soft Drinks,placed,1,"0,7"
108782,Cooler,Soft Drinks,placed,1,1
108782,Cooler,Soft Drinks,placed,4,"3,7"
108782,Cooler,Energy,placed,1,"0,7"
107816,Cooler,Water,placed,3,3
107816,Cooler,Soft Drinks,placed,2,2
107816,Cooler,Juice,placed,2,2
107816,Cooler,Energy,placed,1,1
100133,Cooler,Soft Drinks,placed,1,1
105417,Cooler,Water,placed,1,1
104130,Cooler,Water,placed,1,"1,5"
104130,Cooler,Soft Drinks,placed,1,2
104130,Cooler,Energy,placed,1,"0,7"
108839,Cooler,Water,placed,1,1
107958,Cooler,Water,placed,1,1
107958,Cooler,Juice,placed,1,"0,3"
100231,Cooler,Water,placed,2,2
100231,Cooler,Soft Drinks,placed,1,1
102212,Cooler,Water,placed,1,2
105218,Cooler,Soft Drinks,placed,1,1
105240,Cooler,Soft Drinks,placed,1,"1,5"
105240,Cooler,Juice,placed,1,"0,3"
109161,Cooler,Water,placed,1,1
109161,Cooler,Soft Drinks,placed,1,1
109490,Cooler,Soft Drinks,placed,1,2
109493,Cooler,Soft Drinks,placed,1,1
108813,Cooler,Juice,placed,1,1
109038,Cooler,Soft Drinks,placed,1,1
100232,Cooler,Soft Drinks,placed,1,1
100221,Cooler,Soft Drinks,placed,1,1
105231,Cooler,Juice,placed,1,"0,7"
101359,Cooler,Soft Drinks,placed,2,1
101360,Cooler,Soft Drinks,placed,1,"0,3"
111651,Cooler,Water,placed,1,1
108756,Cooler,Water,placed,1,1
108758,Cooler,Soft Drinks,placed,1,1
100521,Cooler,Water,placed,1,2
100521,Cooler,Soft Drinks,placed,2,3
105776,Cooler,Soft Drinks,placed,1,1
104918,Cooler,Soft Drinks,placed,1,1
109474,Cooler,Water,placed,1,1
109474,Cooler,Soft Drinks,placed,1,1
109474,Cooler,Juice,placed,1,"0,3"
111583,Cooler,Soft Drinks,placed,1,2
110245,Cooler,Soft Drinks,placed,1,1
109116,Cooler,Soft Drinks,placed,1,1
109116,Cooler,Juice,placed,1,1
107375,Cooler,Soft Drinks,placed,1,1
104962,Cooler,Soft Drinks,placed,1,1
107188,Cooler,Soft Drinks,placed,1,2
107188,Cooler,Juice,placed,1,1
107920,Cooler,Soft Drinks,placed,1,1
108747,Cooler,Soft Drinks,placed,1,1
107922,Cooler,Water,placed,1,1
107922,Cooler,Soft Drinks,placed,1,1
108809,Cooler,Soft Drinks,placed,1,2
111844,Cooler,Water,placed,2,2
111844,Cooler,Soft Drinks,placed,3,"1,6"
105945,Cooler,Water,placed,2,2
105945,Cooler,Soft Drinks,placed,1,2
105945,Cooler,Juice,placed,1,1
103590,Cooler,Soft Drinks,placed,1,2
107923,Cooler,Soft Drinks,placed,1,1
100130,Cooler,Soft Drinks,placed,1,"1,5"
108523,Cooler,Water,placed,1,1
110622,Cooler,Soft Drinks,placed,1,"1,5"
111012,Cooler,Water,placed,1,1
111012,Cooler,Juice,placed,1,1
111012,Dispenser,Water,placed,1,0
100159,Cooler,Soft Drinks,placed,1,"1,5"
104506,Cooler,Water,placed,1,"1,5"
104506,Cooler,Soft Drinks,placed,1,"1,5"
104506,Cooler,Energy,placed,1,"0,7"
104529,Cooler,Water,placed,1,"1,5"
104529,Cooler,Soft Drinks,placed,1,"1,5"
104510,Cooler,Soft Drinks,placed,1,2
108066,Cooler,Water,placed,1,1
108066,Cooler,Soft Drinks,placed,1,"1,5"
111245,Cooler,Soft Drinks,placed,3,"1,6"
109792,Cooler,Soft Drinks,placed,1,1
111660,Cooler,Soft Drinks,placed,1,2
108823,Cooler,Water,placed,1,1
108823,Cooler,Soft Drinks,placed,1,1
107953,Cooler,Water,placed,1,1
107953,Cooler,Soft Drinks,placed,1,1
105275,Cooler,Soft Drinks,placed,1,"0,7"
107929,Cooler,Water,placed,2,2
107929,Cooler,Juice,placed,1,1
105371,Cooler,Soft Drinks,placed,2,"2,3"
108909,Cooler,Water,placed,1,1
107452,Cooler,Water,placed,2,2
107452,Cooler,Soft Drinks,placed,1,1
107452,Fountain,Soft Drinks,placed,1,0
109315,Cooler,Soft Drinks,placed,1,1
102136,Cooler,Soft Drinks,placed,2,3
102136,Cooler,Energy,placed,1,"0,7"
110011,Cooler,Soft Drinks,placed,1,1
110703,Cooler,Water,placed,1,1
110703,Cooler,Soft Drinks,placed,2,2
109480,Cooler,Water,placed,3,3
109480,Cooler,Soft Drinks,placed,2,"2,5"
105927,Cooler,Juice,placed,1,1
108785,Cooler,Soft Drinks,placed,1,1
107814,Cooler,Water,placed,1,1
107814,Cooler,Soft Drinks,placed,2,2
107814,Cooler,Juice,placed,1,2
103640,Cooler,Water,placed,1,1
103640,Cooler,Soft Drinks,placed,1,"1,5"
103640,Cooler,Energy,placed,1,"0,7"
105410,Cooler,Soft Drinks,placed,1,1
105410,Cooler,Juice,placed,1,"0,3"
107925,Cooler,Water,placed,1,1
107925,Cooler,Soft Drinks,placed,1,1
108836,Cooler,Soft Drinks,placed,1,1
105264,Cooler,Water,placed,4,4
107301,Cooler,Soft Drinks,placed,1,1
111966,Cooler,Water,placed,1,2
108116,Cooler,Soft Drinks,placed,2,"3,5"
104136,Cooler,Water,placed,1,1
104136,Cooler,Soft Drinks,placed,1,1
100129,Cooler,Soft Drinks,placed,1,2
107951,Cooler,Water,placed,1,1
107951,Cooler,Soft Drinks,placed,2,2
109737,Cooler,Juice,placed,1,"0,3"
109737,Cooler,Energy,placed,2,2
100853,Cooler,Soft Drinks,placed,1,1
108672,Cooler,Soft Drinks,placed,2,"1,4"
107484,Cooler,Soft Drinks,placed,3,"2,3"
107484,Dispenser,Water,placed,1,0
110051,Cooler,Water,placed,2,2
110051,Cooler,Soft Drinks,placed,1,"0,7"
110051,Cooler,Soft Drinks,placed,2,2
110051,Dispenser,Water,placed,1,0
104495,Cooler,Water,placed,1,1
104495,Cooler,Soft Drinks,placed,1,2
104495,Cooler,Energy,placed,1,"0,7"
104495,Cooler,Energy,placed,1,"0,7"
107078,Cooler,Soft Drinks,placed,1,1
108815,Cooler,Soft Drinks,placed,1,1
108815,Cooler,Soft Drinks,placed,1,1
102135,Cooler,Water,placed,1,"1,5"
102135,Cooler,Soft Drinks,placed,1,2
102135,Cooler,Energy,placed,1,"0,7"
107583,Cooler,Soft Drinks,placed,1,2
107584,Cooler,Juice,placed,1,1
100515,Cooler,Water,placed,2,3
100515,Cooler,Soft Drinks,placed,3,"4,5"
100515,Cooler,Energy,placed,1,"0,7"
105466,Cooler,Soft Drinks,placed,1,"0,3"
105466,Cooler,Soft Drinks,placed,3,"1,3"
104135,Cooler,Water,placed,2,"2,5"
104135,Cooler,Soft Drinks,placed,1,2
110010,Cooler,Soft Drinks,placed,1,1
112082,Cooler,Energy,placed,1,"0,7"
100854,Cooler,Energy,placed,1,"0,7"
109479,Cooler,Soft Drinks,placed,1,2
108568,Cooler,Juice,placed,1,1
108568,Dispenser,Water,placed,3,0
102132,Cooler,Soft Drinks,placed,1,1
100823,Cooler,Soft Drinks,placed,1,2
103986,Cooler,Water,placed,1,1
103986,Cooler,Soft Drinks,placed,1,1
108127,Cooler,Water,placed,1,1
108127,Cooler,Soft Drinks,placed,1,"1,5"
108677,Cooler,Soft Drinks,placed,1,"1,5"
109072,Cooler,Soft Drinks,placed,4,"2,6"
109072,Dispenser,Water,placed,1,0
107813,Cooler,Soft Drinks,placed,1,1
103548,Cooler,Water,placed,2,2
103548,Cooler,Soft Drinks,placed,1,2
103548,Cooler,Energy,placed,1,"0,7"
106472,Cooler,Soft Drinks,placed,1,1
106472,Cooler,Soft Drinks,placed,3,3
106472,Cooler,Juice,placed,1,1
110050,Cooler,Soft Drinks,placed,1,2
106442,Cooler,Soft Drinks,placed,1,1
106607,Cooler,Soft Drinks,placed,1,1
102174,Cooler,Soft Drinks,placed,4,6
102174,Cooler,Energy,placed,2,"1,4"
102174,Cooler,Energy,placed,1,"0,7"
104134,Cooler,Water,placed,1,1
104134,Cooler,Soft Drinks,placed,1,"1,5"
108339,Cooler,Soft Drinks,placed,1,"0,7"
109071,Cooler,Soft Drinks,placed,1,1
111488,Cooler,Soft Drinks,placed,1,1
100526,Cooler,Water,placed,1,"1,5"
100526,Cooler,Soft Drinks,placed,1,2
100526,Cooler,Energy,placed,1,"0,7"
108344,Cooler,Soft Drinks,placed,1,"0,3"
110962,Fountain,Soft Drinks,placed,1,0
107961,Cooler,Soft Drinks,placed,1,1
100753,Cooler,Soft Drinks,placed,1,1
108122,Cooler,Soft Drinks,placed,1,1
108122,Cooler,Juice,placed,1,1
110379,Cooler,Soft Drinks,placed,1,"0,7"
104104,Cooler,Water,placed,1,"1,5"
104104,Cooler,Soft Drinks,placed,1,"1,5"
100516,Cooler,Water,placed,1,"1,5"
100516,Cooler,Soft Drinks,placed,3,"4,5"
110258,Cooler,Soft Drinks,placed,3,3
110258,Cooler,Energy,placed,1,"0,3"
106244,Cooler,Water,placed,1,"1,5"
106244,Cooler,Soft Drinks,placed,2,3
107812,Cooler,Soft Drinks,placed,1,2
105668,Cooler,Water,placed,7,8
105668,Cooler,Soft Drinks,placed,8,12
105668,Cooler,Juice,placed,1,1
107957,Cooler,Soft Drinks,placed,1,"0,3"
107957,Cooler,Soft Drinks,placed,1,"0,7"
107957,Dispenser,Water,placed,2,0
108799,Cooler,Soft Drinks,placed,1,1
107883,Cooler,Soft Drinks,placed,2,"1,8"
103953,Cooler,Water,placed,2,3
103953,Cooler,Energy,placed,1,"0,7"
105609,Cooler,Soft Drinks,placed,1,"0,3"
105609,Cooler,Energy,placed,1,"0,3"
110946,Cooler,Soft Drinks,placed,5,3
110946,Cooler,Juice,placed,2,"2,3"
110946,Cooler,Energy,placed,2,"1,4"
110946,Fountain,Soft Drinks,placed,2,0
106298,Cooler,Water,placed,1,1
106298,Cooler,Soft Drinks,placed,1,"1,5"
108784,Cooler,Water,placed,1,1
100501,Cooler,Water,placed,1,2
100501,Cooler,Soft Drinks,placed,2,4
109869,Cooler,Soft Drinks,placed,1,2
107930,Cooler,Water,placed,1,"1,5"
107930,Cooler,Soft Drinks,placed,3,"3,5"
107185,Cooler,Water,placed,2,"2,5"
107185,Cooler,Soft Drinks,placed,1,2
107185,Cooler,Energy,placed,1,"0,7"
108682,Cooler,Water,placed,1,1
107597,Cooler,Soft Drinks,placed,1,2
105562,Cooler,Water,placed,1,1
105562,Cooler,Soft Drinks,placed,1,1
105562,Cooler,Juice,placed,1,1
104120,Cooler,Soft Drinks,placed,1,2
108698,Cooler,Soft Drinks,placed,3,2
103641,Cooler,Soft Drinks,placed,1,1
109081,Cooler,Water,placed,1,1
109081,Cooler,Soft Drinks,placed,1,1
106541,Cooler,Soft Drinks,placed,2,"0,6"
108742,Cooler,Soft Drinks,placed,1,1
107895,Cooler,Juice,placed,1,1
111170,Cooler,Water,placed,2,2
111170,Cooler,Soft Drinks,placed,1,1
111170,Cooler,Juice,placed,1,"0,3"
108067,Cooler,Soft Drinks,placed,1,1
111200,Cooler,Soft Drinks,placed,1,1
111200,Cooler,Juice,placed,1,1
100754,Cooler,Soft Drinks,placed,1,1
109438,Fountain,Soft Drinks,placed,1,0
107553,Cooler,Water,placed,1,1
107553,Cooler,Soft Drinks,placed,2,2
108345,Cooler,Soft Drinks,placed,3,"2,7"
108345,Cooler,Juice,placed,2,"1,3"
100500,Cooler,Water,placed,2,"2,5"
100500,Cooler,Soft Drinks,placed,2,3
100500,Cooler,Energy,placed,1,"0,7"
108776,Cooler,Soft Drinks,placed,1,2
108120,Cooler,Soft Drinks,placed,2,"1,3"
108120,Dispenser,Water,placed,1,0
108838,Cooler,Soft Drinks,placed,1,1
108838,Cooler,Juice,placed,1,1
107960,Cooler,Soft Drinks,placed,1,1
108573,Cooler,Soft Drinks,placed,1,1
108159,Cooler,Soft Drinks,placed,1,"0,7"
107959,Cooler,Soft Drinks,placed,1,1
100162,Cooler,Water,placed,1,1
107554,Cooler,Soft Drinks,placed,2,"1,7"
108807,Cooler,Soft Drinks,placed,1,1
111654,Cooler,Water,placed,3,3
111654,Cooler,Soft Drinks,placed,2,3
111965,Cooler,Soft Drinks,placed,1,"1,5"
105940,Cooler,Soft Drinks,placed,1,2
107938,Cooler,Water,placed,2,2
107938,Cooler,Soft Drinks,placed,2,2
108327,Cooler,Soft Drinks,placed,1,1
107892,Cooler,Water,placed,1,"1,5"
100988,Cooler,Water,placed,2,"3,5"
100988,Cooler,Soft Drinks,placed,2,4
100988,Cooler,Energy,placed,1,"0,7"
108526,Cooler,Soft Drinks,placed,2,"2,5"
108526,Dispenser,Water,placed,1,0
108325,Cooler,Water,placed,1,1
108325,Cooler,Soft Drinks,placed,1,2
108325,Cooler,Juice,placed,1,1
107950,Cooler,Soft Drinks,placed,1,1
107950,Cooler,Juice,placed,1,1
110950,Cooler,Water,placed,1,1
110950,Cooler,Soft Drinks,placed,1,1
110950,Cooler,Juice,placed,1,1
110950,Fountain,Soft Drinks,placed,2,0
110950,Dispenser,Water,placed,2,0
110961,Fountain,Soft Drinks,placed,1,0
107564,Cooler,Water,placed,1,1
107564,Cooler,Soft Drinks,placed,1,2
107564,Cooler,Juice,placed,1,1
107564,Fountain,Soft Drinks,placed,1,0
100897,Coffee,Coffee ,placed,1,0
100897,Cooler,Soft Drinks,placed,1,1
108775,Cooler,Soft Drinks,placed,1,1
108774,Cooler,Water,placed,1,1
108774,Cooler,Soft Drinks,placed,1,2
108774,Cooler,Juice,placed,1,1
107896,Cooler,Water,placed,1,"1,5"
107888,Cooler,Soft Drinks,placed,1,2
108744,Cooler,Soft Drinks,placed,1,1
107889,Cooler,Juice,placed,1,1
104127,Cooler,Water,placed,1,"1,5"
104127,Cooler,Soft Drinks,placed,2,"3,5"
104127,Cooler,Energy,placed,1,"0,7"
100498,Cooler,Water,placed,2,"2,5"
100498,Cooler,Soft Drinks,placed,3,"4,5"
100498,Cooler,Energy,placed,1,"0,7"
107935,Cooler,Soft Drinks,placed,2,4
111415,Cooler,Soft Drinks,placed,1,1
107890,Cooler,Soft Drinks,placed,2,"1,3"
111666,Cooler,Soft Drinks,placed,1,1
100520,Cooler,Soft Drinks,placed,2,"3,5"
100503,Cooler,Water,placed,2,3
100503,Cooler,Soft Drinks,placed,1,2
100503,Cooler,Energy,placed,1,"0,7"
100505,Cooler,Water,placed,1,"1,5"
100505,Cooler,Soft Drinks,placed,2,"3,5"
100505,Cooler,Energy,placed,1,"0,7"
110947,Cooler,Soft Drinks,placed,1,1
100513,Cooler,Soft Drinks,placed,3,5
108628,Cooler,Soft Drinks,placed,1,1
106778,Cooler,Soft Drinks,placed,1,1
100269,Cooler,Soft Drinks,placed,1,1
106285,Cooler,Water,placed,1,1
106285,Cooler,Energy,placed,1,1
105271,Cooler,Soft Drinks,placed,1,"1,5"
105271,Cooler,Energy,placed,1,"0,7"
111761,Cooler,Water,placed,2,2
111761,Cooler,Soft Drinks,placed,6,8
107934,Cooler,Soft Drinks,placed,1,1
100527,Cooler,Water,placed,1,"1,5"
100527,Cooler,Soft Drinks,placed,2,"3,5"
107607,Cooler,Soft Drinks,placed,1,2
107607,Fountain,Soft Drinks,placed,1,0
104261,Cooler,Water,placed,1,1
104261,Cooler,Soft Drinks,placed,1,"1,5"
104261,Cooler,Energy,placed,1,"0,7"
105792,Cooler,Soft Drinks,placed,1,1
105272,Cooler,Soft Drinks,placed,2,"0,6"
108855,Cooler,Water,placed,1,1
108855,Cooler,Soft Drinks,placed,3,3
108855,Cooler,Juice,placed,1,1
112008,Cooler,Water,placed,1,1
112008,Cooler,Soft Drinks,placed,1,"0,7"
110922,Cooler,Soft Drinks,placed,2,2
104503,Cooler,Water,placed,1,"1,5"
104503,Cooler,Soft Drinks,placed,2,3
104503,Cooler,Energy,placed,1,"0,7"
109671,Cooler,Water,placed,1,1
104023,Cooler,Water,placed,1,1
104023,Cooler,Soft Drinks,placed,1,1
104023,Cooler,Energy,placed,1,"0,7"
108314,Cooler,Soft Drinks,placed,1,1
104126,Cooler,Water,placed,2,"2,5"
104126,Cooler,Soft Drinks,placed,2,"3,5"
103775,Cooler,Water,placed,1,1
103775,Cooler,Soft Drinks,placed,1,2
